name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1215,2011,525000.0,96000,1,1,1,3
1584,2018,670000.0,90000,1,1,0,3
1835,2012,220000.0,110000,1,1,1,7
390,2013,250000.0,25000,1,1,1,3
1612,2009,229999.0,90000,1,1,1,5
1612,2009,229999.0,164000,1,1,1,5
458,2013,300000.0,120000,4,1,1,5
1327,2010,165000.0,66000,4,1,1,5
2162,2010,295000.0,250000,1,1,1,3
820,2011,360000.0,157000,1,1,1,5
820,2011,380000.0,157000,1,1,1,5
1890,2017,300000.0,35000,4,1,1,3
1158,2008,320000.0,100000,1,1,1,5
202,2016,325000.0,70000,4,1,1,5
2120,2010,160000.0,30000,1,1,1,5
1075,2018,630000.0,40000,1,1,1,3
1651,2020,600000.0,5000,4,1,1,3
1342,2014,229999.0,30000,4,1,1,5
1665,2014,440000.0,70000,1,1,1,5
159,2007,90000.0,60000,4,1,1,5
1430,2017,750000.0,60000,1,1,1,3
538,2012,330000.0,80000,4,1,1,5
1935,2013,250000.0,150000,1,1,1,5
1737,2007,120000.0,150000,4,1,1,5
425,2004,100000.0,25000,4,1,1,7
1964,2017,850000.0,35000,1,1,0,5
881,2018,450000.0,48000,1,1,1,3
2464,2012,240000.0,200000,1,1,1,3
754,2000,30000.0,90000,4,1,1,7
1610,2015,600000.0,135000,1,1,1,3
120,2016,280000.0,110000,1,1,1,5
829,2012,465000.0,146000,1,1,1,5
1334,2018,350000.0,44000,4,1,1,3
910,2013,325000.0,70000,4,1,1,3
2040,2004,50000.0,271000,1,1,1,3
1364,2006,110000.0,120000,4,1,1,7
2116,2013,220000.0,80000,1,1,1,3
1049,2015,515000.0,60000,1,1,1,3
1420,2018,750000.0,40000,4,1,1,3
674,2018,350000.0,25000,4,1,1,3
722,2019,488999.0,15000,4,1,1,3
1334,2017,300000.0,27000,4,1,1,3
1370,2017,650000.0,35000,1,1,1,5
1327,2014,250000.0,40000,4,1,1,3
1334,2014,200000.0,40000,4,1,1,7
2116,2012,200000.0,120000,1,1,1,3
657,2016,276000.0,60000,4,1,1,3
672,2014,250000.0,40000,4,1,1,3
1359,2008,95000.0,80000,4,1,1,5
2084,2011,200000.0,70000,1,1,1,5
829,2012,450000.0,100000,1,1,1,5
1277,2013,900000.0,18000,1,1,1,3
2091,2010,200000.0,175000,1,1,1,3
912,2010,200000.0,70000,4,1,1,5
1048,2011,370000.0,91863,1,1,1,5
2086,2008,250000.0,100000,4,1,1,3
1904,2016,290000.0,10000,4,1,1,3
1470,2018,900000.0,35000,1,1,1,3
390,2013,325000.0,120000,1,1,1,5
735,2016,425000.0,30000,4,1,1,3
1904,2016,315000.0,60000,4,1,1,3
1354,2014,300000.0,70000,4,1,1,3
912,2013,325000.0,70000,4,1,1,5
635,2016,900000.0,130000,1,1,1,3
636,2016,950000.0,133000,1,1,1,3
2490,2010,320000.0,120000,1,1,1,7
2415,2019,500000.0,20000,4,1,1,3
397,2012,290000.0,25000,4,1,1,3
2147,2012,60000.0,90000,4,1,1,3
1327,2009,120000.0,140000,4,1,1,7
564,2017,850000.0,103000,1,0,1,3
2388,2017,1750000.0,23000,1,0,1,3
546,2015,600000.0,128000,1,0,1,3
2454,2015,620000.0,33000,1,1,1,3
1364,2009,150000.0,70000,4,1,1,5
775,2011,150000.0,40000,4,1,1,4
2104,2008,135000.0,40000,4,1,1,4
2080,2011,200000.0,80000,1,1,1,3
1437,2015,730000.0,70000,1,1,1,3
2357,2013,800000.0,100000,1,1,1,3
1300,2009,300000.0,90000,1,1,1,5
394,2012,190000.0,112000,1,1,1,5
580,2011,350000.0,50000,4,1,1,3
876,2015,509999.0,62000,1,1,1,5
1465,2012,400000.0,90000,1,1,1,3
2375,2013,800000.0,80000,1,1,1,3
2133,2013,250000.0,50000,1,1,1,3
642,2016,930000.0,47552,1,1,1,5
1684,2016,720000.0,40000,1,1,1,5
396,2011,225000.0,15000,4,1,1,3
274,2019,950000.0,20000,1,1,1,3
949,2018,530000.0,52000,4,1,1,3
978,2016,470000.0,70000,4,1,1,3
1073,2017,650000.0,110000,1,1,1,3
2189,2014,540000.0,77500,1,1,1,5
1643,2015,459999.0,100000,1,1,1,5
1902,2019,325000.0,14700,4,1,1,3
1531,2016,240000.0,40000,4,1,1,3
1114,2017,400000.0,32000,4,1,1,5
1361,2004,70000.0,70000,4,1,1,5
1617,2009,250000.0,80000,4,1,1,3
2357,2014,910000.0,80000,1,1,1,5
1610,2018,720000.0,25000,1,1,1,3
1620,2015,590000.0,50000,1,1,1,3
173,2015,434000.0,120000,1,1,1,3
1061,2006,145000.0,170000,1,1,1,3
1103,2018,445000.0,19700,4,1,1,3
780,2011,191000.0,70000,3,1,1,3
382,2018,372000.0,50000,1,1,1,4
1700,2005,65000.0,90000,4,1,1,5
755,2007,150000.0,60000,4,1,1,7
393,2015,300000.0,140000,1,1,1,3
1153,2003,125000.0,120000,1,1,1,7
2250,2017,520000.0,40000,4,1,1,3
1334,2014,190000.0,70000,4,1,1,7
211,2018,310000.0,7000,4,1,1,3
2381,2012,750000.0,90000,1,1,1,3
1232,2016,750000.0,110000,1,1,0,3
1354,2019,350000.0,15000,4,1,1,3
1342,2020,360000.0,5000,4,1,1,3
1901,2017,285000.0,5000,4,1,1,3
1332,2013,160000.0,70000,4,1,1,5
198,2015,229999.0,60000,4,1,1,5
1362,2007,85000.0,120000,4,1,1,7
211,2018,300000.0,7000,4,1,1,3
1165,2014,675000.0,120000,1,1,1,3
1164,2014,700000.0,145241,1,1,1,3
1157,2008,400000.0,110000,1,1,1,3
1904,2016,254999.0,30000,4,1,1,7
1180,2015,1050000.0,80000,1,1,1,5
1610,2013,390000.0,100000,1,1,1,3
2319,2015,450000.0,80000,1,1,1,3
2399,2016,1630000.0,40000,1,1,0,5
1678,2017,725000.0,50000,1,1,1,3
2189,2013,466000.0,95500,1,1,1,5
361,2017,370000.0,40000,4,1,1,5
1739,2007,150000.0,70000,4,1,1,7
1410,2017,483000.0,15000,4,1,1,3
735,2016,470000.0,10000,4,1,1,3
1684,2018,950000.0,25000,1,1,1,3
2325,2011,345000.0,70000,4,1,1,3
1327,2009,300000.0,60000,4,1,1,3
1746,2007,160000.0,74800,4,1,1,5
2269,2020,500000.0,40000,4,1,1,3
1284,2018,1350000.0,40000,1,1,1,3
713,2017,455000.0,50000,1,1,1,3
665,2013,165000.0,45000,4,1,1,5
1657,2016,470000.0,23700,4,1,1,3
1656,2016,470000.0,23700,4,1,1,3
1004,2019,1520000.0,10000,4,1,1,3
1354,2014,229999.0,53473,4,1,1,3
1040,2011,250000.0,100000,1,1,1,5
1266,2016,1350000.0,25000,1,1,1,3
781,2013,220000.0,80000,4,1,1,3
876,2015,360000.0,120000,1,1,1,3
1354,2018,350000.0,40000,4,1,1,3
831,2012,500000.0,70000,1,1,1,3
105,2013,145000.0,90000,1,1,1,7
144,2014,300000.0,51000,4,1,1,3
2055,2010,180000.0,87000,1,1,1,3
625,2009,180000.0,87000,4,1,1,5
1065,2006,200000.0,120000,1,1,1,5
1610,2013,530000.0,40000,1,1,1,3
2306,2015,360000.0,110000,4,1,1,7
781,2010,245000.0,86000,4,1,1,5
1643,2009,370000.0,120000,1,1,1,3
426,2003,130000.0,80000,4,1,1,7
1489,1999,70000.0,65000,4,1,1,4
342,2014,650000.0,140000,1,1,1,5
1354,2015,300000.0,24000,4,1,1,3
732,2014,425000.0,60000,1,1,1,3
831,2012,450000.0,150000,1,1,1,7
820,2011,450000.0,108000,1,1,1,3
917,2011,340000.0,60000,4,1,0,7
1466,2013,650000.0,90000,1,1,1,3
2088,2009,160000.0,70000,1,1,1,3
2078,2014,250000.0,120000,1,1,1,3
105,2012,225000.0,100000,1,1,1,7
2031,2007,55000.0,75958,1,1,1,5
1308,1996,42000.0,70000,4,1,1,7
2055,2012,250000.0,100000,1,1,1,5
811,2006,282000.0,128000,1,1,1,4
2040,2007,80000.0,110000,1,1,1,7
1613,2016,500000.0,40000,4,1,1,3
379,2016,500000.0,70000,1,1,1,3
1642,2011,400000.0,60000,1,1,1,3
1050,2013,550000.0,90000,1,1,1,3
2171,2007,200000.0,70000,1,1,1,5
912,2012,280000.0,65000,4,1,1,3
1610,2014,580000.0,88000,1,1,1,3
2122,2009,100000.0,80000,1,1,1,7
1168,2014,550000.0,60000,1,1,1,3
2121,2010,150000.0,80000,4,1,1,7
672,2014,190000.0,60000,4,1,1,5
1048,2013,500000.0,110000,1,1,1,3
1643,2017,640000.0,110000,1,1,1,3
1938,2011,340000.0,145000,1,1,1,3
688,2019,811000.0,43000,1,1,1,3
1534,2016,409999.0,120000,1,1,1,3
1640,2007,220000.0,136000,4,1,1,5
695,2018,700000.0,25000,4,1,1,3
1179,2015,950000.0,80000,1,1,1,5
630,2003,80000.0,40000,4,1,1,5
995,2017,2711000.0,9000,1,0,0,3
1028,2019,5150000.0,20000,4,0,0,3
996,2017,3200000.0,45000,1,0,0,3
2188,2015,503000.0,110000,1,1,1,3
2502,2019,3800000.0,20000,1,1,0,3
1700,2013,225000.0,58343,4,2,1,3
1370,2018,740000.0,38817,1,0,1,3
604,2016,550000.0,56494,4,2,1,3
2375,2013,750000.0,79328,1,2,1,5
1582,2019,650000.0,5621,4,2,0,3
2325,2017,625000.0,25538,4,2,1,3
1585,2018,600000.0,69779,4,0,0,3
715,2017,450000.0,56290,1,0,1,3
73,2019,5400000.0,7500,1,0,0,3
73,2019,5500000.0,8500,1,0,0,3
474,2019,779000.0,7032,4,2,0,3
1974,2016,645000.0,11000,4,0,0,3
2500,2018,2475000.0,2000,1,0,0,3
1610,2014,420000.0,120000,1,1,1,5
1548,2018,899000.0,35000,1,1,1,3
210,2019,459999.0,35000,4,1,1,3
854,2008,150000.0,120000,1,1,1,5
1893,2017,350000.0,25000,4,1,1,3
2308,2015,509999.0,100000,1,1,1,5
1045,2013,500000.0,120000,1,1,1,7
2269,2017,370000.0,35000,4,1,1,3
1348,2013,240000.0,44000,4,1,1,5
967,2015,530000.0,100000,1,1,1,5
1180,2015,1000000.0,133000,1,1,1,5
2391,2018,1600000.0,35000,1,1,1,5
912,2014,350000.0,64000,4,1,1,3
1260,2015,1100000.0,70000,1,1,0,3
923,2011,220000.0,70000,4,1,1,3
1630,2013,370000.0,90000,1,1,1,5
1617,2014,220000.0,50000,4,1,1,3
151,2013,200000.0,80000,1,1,1,3
1109,2017,400000.0,50000,1,1,1,3
228,2009,150000.0,55000,4,1,1,3
1517,2011,130000.0,70000,4,1,1,5
1334,2013,185000.0,80000,4,1,1,5
772,2010,110000.0,80000,4,1,1,5
1050,2012,450000.0,120000,1,1,1,3
722,2018,500000.0,20000,4,1,1,5
277,2017,570000.0,31596,4,0,1,3
1277,2013,650000.0,85710,1,0,1,3
2334,2012,1680000.0,129627,1,0,1,3
218,2018,250000.0,10000,4,1,1,3
912,2014,320000.0,15000,4,1,1,3
1686,2017,440000.0,35000,4,1,0,3
984,2013,315000.0,49000,4,1,1,5
773,2007,100000.0,70000,4,1,1,7
2128,2010,202999.0,158000,1,1,1,3
664,2012,179000.0,30000,4,1,1,5
1738,2008,150000.0,40000,4,1,1,5
1080,2011,440000.0,60000,1,1,1,5
391,2011,250000.0,55130,1,0,1,5
1721,2014,330000.0,22000,4,1,1,3
399,2010,250000.0,48000,4,1,1,3
977,2012,335000.0,45000,4,1,1,3
1273,2016,1025000.0,22522,1,0,1,3
923,2012,320000.0,51856,4,0,1,7
1427,2015,550000.0,29434,4,1,1,3
616,2018,800000.0,25000,1,1,1,3
2230,2017,380000.0,28000,4,1,1,5
1875,2013,400000.0,44500,1,1,1,5
1721,2016,375000.0,34500,4,1,1,3
568,2017,1100000.0,20000,4,1,0,3
926,2018,650000.0,15000,4,1,1,3
1834,2014,361000.0,26000,4,1,0,3
662,2012,140000.0,20000,4,1,1,3
895,2019,550000.0,3000,4,1,1,3
480,2019,670000.0,20000,4,1,1,3
1681,2017,880000.0,25000,1,1,1,3
274,2018,950000.0,35000,1,1,1,3
118,2010,300000.0,60000,1,1,1,3
567,2017,1150000.0,6825,4,1,0,3
119,2015,450000.0,155000,1,1,0,3
1454,2018,375000.0,50000,0,1,1,3
1461,2016,600000.0,13500,4,1,1,3
2374,2008,700000.0,260000,1,1,1,3
882,2018,600000.0,65000,1,1,1,3
1307,2014,630000.0,95000,1,1,1,5
1441,2016,590000.0,40000,4,1,1,5
1813,2016,1950000.0,120000,1,1,1,3
2169,2013,541000.0,112011,1,1,1,3
2355,2015,900000.0,125000,1,1,1,3
2128,2009,250000.0,43000,1,1,1,3
2253,2019,530000.0,20000,4,1,1,3
105,2012,150000.0,70000,1,1,1,5
1281,2013,550000.0,70000,1,1,1,7
1148,2015,650000.0,150000,1,1,1,3
2079,2012,180000.0,100000,1,1,1,5
1235,2015,585000.0,50000,1,1,1,3
977,2013,345000.0,120000,4,1,1,5
1642,2013,350000.0,110000,1,1,1,7
491,2016,725000.0,140000,4,1,1,3
2255,2012,250000.0,120000,1,1,1,3
1308,2002,45000.0,70000,4,1,1,5
2348,2007,409999.0,248119,1,1,1,4
1893,2017,325000.0,16500,4,1,1,5
1354,2016,350000.0,9900,4,1,1,3
1362,2012,180000.0,80000,4,1,1,7
244,2010,150000.0,100000,4,1,1,5
1448,2020,700000.0,20000,4,1,1,3
1439,2016,795000.0,90000,1,1,1,3
1236,2019,950000.0,15000,1,1,1,3
2477,2018,885000.0,75000,1,1,0,3
1534,2011,160000.0,140000,1,1,1,3
931,2012,300000.0,120000,1,1,1,5
2477,2018,950000.0,75000,1,1,0,3
1473,2015,549000.0,90000,1,1,1,3
9,2018,3000000.0,20000,1,1,0,3
2375,2015,1200000.0,61000,1,1,1,3
1887,2012,570000.0,100000,1,1,1,5
1236,2017,800000.0,60000,1,1,1,5
854,2009,375000.0,100000,1,1,1,3
1080,2009,300000.0,170000,1,1,1,7
1080,2011,400000.0,120000,1,1,1,5
2453,2015,434999.0,50000,1,1,1,3
2318,2012,200000.0,120000,4,1,1,5
1334,2015,260000.0,25000,4,1,1,3
1642,2013,450000.0,24019,1,1,1,3
829,2013,459999.0,80000,1,1,1,5
1539,2011,210000.0,100000,1,1,1,5
1613,2015,540000.0,93000,4,1,1,5
1470,2017,710000.0,50000,1,1,1,3
1342,2018,285000.0,22000,4,1,1,3
637,2019,990000.0,19600,1,1,1,3
2094,2017,362000.0,104000,4,1,1,3
274,2017,880000.0,33000,1,1,1,3
1231,2017,700000.0,60000,1,1,1,3
1036,2016,600000.0,60000,1,1,1,3
1846,2015,700000.0,40000,4,1,1,3
2220,2016,400000.0,60000,1,1,1,3
624,2010,165000.0,80000,3,1,1,3
2374,2007,350000.0,376412,1,1,1,5
1475,2014,425000.0,80000,4,1,1,7
779,2012,180000.0,70000,4,1,1,3
1348,2012,170000.0,90000,4,1,1,7
1040,2014,370000.0,183000,1,1,1,3
1676,2018,800000.0,27000,1,1,1,3
274,2017,900000.0,35000,1,1,1,3
1642,2013,390000.0,120000,1,1,1,3
1610,2014,445000.0,80000,1,1,1,5
1705,2013,275000.0,55000,3,1,1,3
1538,2009,200000.0,120000,1,1,1,5
1590,2012,350000.0,72000,4,1,1,5
2308,2014,550000.0,250000,1,1,1,3
180,2016,900000.0,100000,1,1,1,3
2208,2013,350000.0,120000,1,1,1,5
1834,2015,325000.0,50000,4,1,0,3
727,2014,455999.0,32000,4,1,1,3
1365,2008,129000.0,60000,4,1,1,3
1334,2017,254000.0,40000,4,1,1,3
304,2014,570000.0,48000,1,1,1,3
1849,2018,840000.0,30000,1,1,1,3
2164,2010,235000.0,100000,1,1,1,5
1227,2016,700000.0,50000,1,1,1,3
773,2010,140000.0,40000,4,1,1,5
724,2018,528000.0,5000,4,1,1,3
1008,2017,1500000.0,12000,1,1,1,3
1036,2016,560000.0,72000,1,1,1,3
1036,2016,600000.0,70000,1,1,1,3
100,2007,102000.0,50000,4,1,1,5
1283,2014,750000.0,70000,1,1,1,5
99,2010,148000.0,70000,4,1,1,7
1369,2015,650000.0,50000,4,1,1,3
2472,2012,310000.0,40000,4,1,1,3
888,2014,480000.0,30000,4,1,1,3
1342,2018,320000.0,15000,4,1,1,3
559,2015,750000.0,40000,4,1,1,3
1821,2017,370000.0,40000,4,1,1,3
1667,2013,320000.0,60000,4,1,1,4
1667,2013,420000.0,67000,4,1,1,3
1617,2010,240000.0,60000,4,1,1,5
211,2017,220000.0,60000,4,1,1,3
2226,2016,350000.0,30000,4,1,1,3
481,2018,675000.0,40000,1,1,1,3
2303,2016,434999.0,50000,4,1,1,5
507,2006,125000.0,200000,4,1,0,7
1118,2016,400000.0,14000,4,1,1,5
175,2015,425000.0,70000,1,1,1,3
1533,2010,311000.0,94000,1,1,1,5
173,2015,509999.0,197000,1,1,1,3
373,2015,530000.0,79000,1,1,1,5
1959,2008,210000.0,120000,1,1,1,5
1125,2019,977000.0,30000,1,1,1,3
1721,2018,440000.0,17000,4,1,1,3
926,2018,655000.0,20000,4,1,1,3
1906,2016,295000.0,60000,4,1,1,3
703,2007,65000.0,70000,4,1,1,7
2020,2017,1200000.0,150000,1,1,1,3
2019,2017,1251000.0,35000,1,1,1,3
957,2016,750000.0,40000,1,1,1,3
455,2017,475000.0,57000,4,1,1,3
2112,2012,110000.0,120000,1,1,1,5
1890,2017,350000.0,30000,4,1,1,3
1608,2016,450000.0,175000,1,1,1,3
2108,2010,150000.0,90000,1,1,1,3
2038,2009,80000.0,110000,1,1,1,5
978,2015,430000.0,35000,4,1,1,5
2394,2017,1450000.0,81000,1,1,1,3
2022,2017,1445000.0,60000,1,1,0,3
550,2016,670000.0,60000,1,1,1,3
1782,2016,2000000.0,70000,4,1,0,3
1579,2010,175000.0,83000,4,1,1,5
469,2015,440000.0,50000,1,1,1,3
196,2018,530000.0,65000,4,1,1,3
1274,2016,890000.0,40000,1,1,1,5
1597,2017,725000.0,35000,4,1,0,3
1229,2016,700000.0,30000,1,1,1,3
1743,2007,90000.0,70000,4,1,1,3
908,2015,287000.0,100000,4,1,1,5
649,2018,1380000.0,55000,4,1,0,3
2355,2013,750000.0,80000,1,1,1,5
819,2016,650000.0,40000,4,1,1,3
1701,2013,240000.0,108916,4,1,1,5
671,2013,290000.0,40000,4,1,1,5
665,2014,229999.0,80000,4,1,1,3
553,2016,1000000.0,50000,1,1,1,5
779,2012,200000.0,90000,4,1,1,5
1359,2004,90000.0,70000,4,1,1,4
931,2012,330000.0,90000,1,1,1,3
1539,2009,200000.0,70000,1,1,1,3
1095,2018,420000.0,31000,1,1,1,3
1612,2009,260000.0,120000,1,1,1,5
984,2016,590000.0,40000,4,1,1,3
1643,2015,545000.0,180000,1,1,1,3
1701,2011,210000.0,90000,4,1,1,5
531,2008,185000.0,110000,4,1,1,5
1700,2006,125000.0,59000,4,1,1,5
797,2005,99000.0,89500,4,1,1,3
1715,2005,98000.0,70000,4,1,1,5
2058,2009,100000.0,190000,1,1,1,3
1250,2013,250000.0,180000,1,1,1,3
2334,2010,750000.0,150000,1,1,1,5
135,2007,160000.0,130000,1,1,1,5
824,2013,509999.0,120000,1,1,0,5
2033,2009,95000.0,80000,1,1,1,5
831,2014,525000.0,80000,1,1,1,5
212,2017,278000.0,20000,4,1,1,3
1308,1997,50000.0,60000,4,1,1,5
2463,2011,254999.0,120000,1,1,1,7
1614,2019,675000.0,10000,4,1,1,3
1610,2016,600000.0,147000,1,1,1,5
1548,2018,950000.0,51000,1,1,1,3
531,2007,229999.0,60000,4,1,1,7
2364,2009,600000.0,220000,1,1,1,3
1344,2017,330000.0,20000,4,1,1,3
1354,2017,350000.0,40000,4,1,1,3
1721,2017,440000.0,30000,4,1,1,3
1327,2011,220000.0,90000,4,1,1,5
1620,2017,750000.0,110000,1,1,1,5
1277,2015,800000.0,140000,1,1,1,3
2041,2007,59259.0,104000,1,1,1,5
1388,2018,740000.0,9000,4,1,0,3
1507,2019,570000.0,19000,4,1,0,5
1686,2017,430000.0,20000,4,1,0,3
1684,2016,800000.0,70000,1,1,1,3
734,2015,450000.0,53000,1,1,1,3
1610,2013,420000.0,105000,1,1,1,5
1241,2015,750000.0,16000,1,1,1,3
2462,2011,320000.0,77000,1,1,1,5
1100,2017,690000.0,40000,1,1,1,3
362,2017,620000.0,50000,4,1,1,3
780,2015,300000.0,85000,3,1,1,3
1452,2016,370000.0,58000,4,1,1,5
1235,2013,770000.0,85000,1,1,1,3
889,2014,500000.0,65000,4,1,1,3
1107,2017,450000.0,120000,1,1,1,3
779,2013,195000.0,50000,4,1,1,5
1687,2018,472000.0,30000,4,1,0,3
1354,2014,250000.0,58000,4,1,1,5
103,2011,165000.0,70000,1,1,1,5
2268,2018,525000.0,110000,1,1,1,5
1700,2003,145000.0,65000,4,1,1,7
2071,2013,325000.0,100000,1,1,1,3
1077,2017,660000.0,60000,1,1,1,5
266,2014,310000.0,90000,1,1,1,5
1083,2008,250000.0,200000,1,1,1,3
266,2014,330000.0,100000,1,1,1,5
394,2012,250000.0,80000,1,1,1,5
1134,2017,650000.0,60000,1,1,0,3
1354,2016,305000.0,40000,4,1,1,3
1433,2015,600000.0,50000,1,1,1,3
1709,2015,280000.0,110000,4,1,1,3
2084,2011,153000.0,50000,1,1,1,5
1231,2018,700000.0,30000,1,1,1,3
1902,2017,325000.0,40000,4,1,1,3
1354,2016,305000.0,40000,4,1,1,3
1308,2006,155000.0,70000,4,1,1,5
1348,2012,235000.0,80000,4,1,1,7
2025,2005,60000.0,100000,1,1,1,4
1657,2016,500000.0,15000,4,1,1,3
1059,2004,120000.0,150000,1,1,1,5
1965,2016,675000.0,88000,1,0,0,3
2382,2014,950000.0,80000,1,0,1,3
1275,2018,1051000.0,59865,1,0,1,3
967,2015,585000.0,72000,1,0,1,3
568,2017,1025000.0,68140,4,0,0,3
1642,2014,450000.0,53190,1,0,1,3
593,2018,650000.0,47725,1,0,1,3
391,2011,195000.0,77395,1,0,1,5
1125,2019,1000000.0,17000,1,0,1,3
680,2013,650000.0,64000,1,0,0,3
104,2014,190000.0,74321,1,0,1,3
1620,2013,409999.0,80235,1,0,1,5
640,2016,1050000.0,77150,1,0,0,3
2483,2015,651000.0,69000,1,0,0,3
1558,2015,650000.0,57000,1,0,1,3
1969,2017,750000.0,89000,1,0,1,3
2447,2012,799000.0,61100,1,0,0,3
1950,2010,355000.0,116000,1,1,1,3
827,2015,600000.0,80000,1,1,1,3
1642,2018,685000.0,26000,1,1,1,3
1630,2018,509999.0,100000,1,1,1,3
1347,2012,150000.0,82300,0,1,1,5
1619,2017,650000.0,82050,1,1,1,3
2324,2012,400000.0,74500,1,1,1,3
1282,2012,675000.0,120000,1,1,1,5
1894,2018,319000.0,30000,4,1,0,3
919,2017,650000.0,30000,4,1,1,3
1473,2015,650000.0,70000,1,1,1,3
1347,2010,155000.0,70000,0,1,1,5
1473,2015,650000.0,70000,1,1,1,3
1638,2008,175000.0,120000,1,1,1,3
733,2014,375000.0,76000,1,1,1,7
730,2014,430000.0,80000,1,1,1,5
2038,2008,65000.0,110000,1,1,1,5
628,2009,150000.0,70000,4,1,1,7
960,2019,620000.0,13000,4,1,1,3
269,2013,250000.0,60000,4,1,1,5
1538,2011,275000.0,165000,1,1,1,3
176,2013,454000.0,120000,1,1,1,5
1225,2017,600000.0,30000,1,1,1,5
2487,2011,400000.0,100000,1,1,1,5
1140,2007,180000.0,187000,1,1,1,5
1676,2016,750000.0,70000,1,1,1,3
1657,2016,500000.0,40000,4,1,1,3
28,2017,2825000.0,22000,1,0,0,3
583,2020,2125000.0,5500,1,0,1,3
70,2018,3350000.0,18000,1,0,0,3
605,2019,840000.0,1500,4,1,0,3
608,2015,1000000.0,46000,1,1,1,3
1370,2017,740000.0,24400,1,1,1,3
2484,2018,1290000.0,29899,1,0,0,3
2398,2018,1800000.0,20000,1,0,0,3
740,2020,775000.0,2000,4,0,1,3
1910,2017,695000.0,34000,1,0,1,3
687,2018,730000.0,31000,4,0,0,3
185,2016,1295000.0,46000,1,0,0,5
993,2016,1160000.0,121000,1,0,0,3
1785,2017,3300000.0,60000,1,0,0,3
751,2018,540000.0,7000,4,0,1,3
1411,2016,434999.0,10000,4,0,0,3
1779,2018,4600000.0,6000,1,0,0,3
257,2018,910000.0,20000,1,0,1,3
642,2015,850000.0,59235,1,0,1,3
73,2019,5800000.0,21000,1,0,0,3
469,2014,520000.0,48000,1,1,1,3
1291,2018,650000.0,114000,1,1,1,3
1603,2011,430000.0,120000,1,1,1,5
982,2013,360000.0,144000,1,1,1,3
982,2013,350000.0,144000,1,1,1,3
2355,2015,950000.0,190000,1,1,1,5
1642,2019,690000.0,20000,1,1,1,3
849,2017,860000.0,40000,1,1,1,5
1619,2012,371000.0,100000,1,1,1,3
2044,2008,45000.0,60000,1,1,1,5
340,2006,55000.0,201000,1,1,1,3
1643,2014,495000.0,77215,1,1,1,5
1577,2005,170000.0,50000,4,1,1,3
586,2015,671000.0,48228,4,0,1,3
1646,2017,693000.0,58559,1,0,1,3
1643,2010,352000.0,72179,1,0,1,3
551,2016,802999.0,50856,1,0,1,3
559,2017,890000.0,18300,4,1,1,3
1630,2015,495000.0,59292,1,0,1,3
1411,2018,545000.0,10000,4,0,0,3
1388,2018,775000.0,21147,4,0,0,3
1129,2019,1450000.0,10000,1,1,1,3
1581,2018,790000.0,16000,1,0,0,3
2390,2017,1789999.0,36000,1,0,1,3
1374,2017,620000.0,37000,4,0,1,3
1394,2016,375000.0,61173,1,0,1,3
1644,2016,595000.0,77321,1,0,1,3
16,2016,2450000.0,30000,1,0,0,3
1281,2014,850000.0,75000,1,0,1,3
1372,2017,750000.0,51000,4,0,0,3
1368,2018,775000.0,17000,4,0,1,3
1661,2008,260000.0,100000,1,1,1,5
21,2013,2000000.0,35000,1,1,0,5
674,2017,300000.0,10000,4,1,1,3
1259,2016,1300000.0,91567,1,1,0,7
1395,2017,380000.0,50000,4,1,1,3
724,2017,480000.0,60000,4,1,1,3
1334,2016,240000.0,35000,4,1,1,5
819,2014,500000.0,33400,4,1,1,3
1636,2015,420000.0,36000,4,1,1,3
1348,2012,110000.0,80000,4,1,1,3
1360,2007,120000.0,120000,4,1,1,5
1595,2017,700000.0,80000,1,1,0,3
1600,2018,550000.0,120000,1,1,1,3
2092,2014,190000.0,110000,1,1,1,5
2315,2018,665000.0,70000,1,1,1,3
980,2012,340000.0,92686,1,0,1,5
803,2009,330000.0,180000,1,1,1,3
2134,2012,270000.0,80000,1,1,1,3
1263,2015,1044999.0,70000,1,1,0,3
1639,2009,279000.0,117000,1,1,1,3
265,2018,620000.0,15000,4,1,1,3
834,2012,475000.0,83000,4,1,0,3
119,2016,750000.0,67600,1,1,0,3
1814,2015,1250000.0,160000,1,1,1,5
665,2014,250000.0,80000,4,1,1,5
481,2013,445000.0,100000,1,1,1,3
2438,2010,400000.0,100000,1,1,1,3
932,2010,350000.0,90000,1,1,1,5
1991,2012,295000.0,140000,1,1,1,3
1614,2018,600000.0,25000,4,1,1,3
2387,2018,1650000.0,20000,1,1,1,3
1308,2012,100000.0,30000,4,1,1,3
265,2018,690000.0,13000,4,1,1,3
919,2018,710000.0,42000,4,1,1,3
1348,2012,220000.0,13000,4,1,1,3
1926,2019,700000.0,6500,4,1,1,3
672,2013,198000.0,49500,4,1,1,5
934,2011,350000.0,50000,1,1,1,3
2084,2011,210000.0,175000,1,1,1,5
2116,2011,210000.0,175000,1,1,1,5
632,2003,70000.0,120000,4,1,1,7
1543,2014,375000.0,110000,1,1,1,7
1617,2012,380000.0,112048,4,1,1,5
522,2010,360000.0,98000,4,1,1,7
1277,2015,944999.0,41000,1,1,1,3
176,2016,620000.0,120000,1,1,1,3
2403,2018,780000.0,116000,1,1,1,3
1634,2020,445000.0,1000,4,1,1,3
896,2018,575000.0,15000,4,1,0,3
